City,Station,Date,PM2.5,PM10,NO2,SO2,CO,O3
Delhi,Station_C,9/7/2023 4:00,199,261,196,72,4.39,74
Chennai,Station_B,9/7/2023 5:00,74,93,70,66,0.94,13
Delhi,Station_C,9/7/2023 6:00,228,268,73,71,1.61,146
Mumbai,Station_B,9/7/2023 7:00,173,370,154,97,3.66,177
Mumbai,Station_A,9/7/2023 8:00,54,205,81,31,2.53,155
Kolkata,Station_B,9/7/2023 9:00,190,355,123,77,4.76,127
Hyderabad,Station_A,9/7/2023 10:00,288,303,172,88,1.92,159
Hyderabad,Station_C,9/7/2023 11:00,268,82,22,88,1.63,154
Delhi,Station_C,9/7/2023 12:00,256,379,27,73,4.73,77
Mumbai,Station_A,9/7/2023 13:00,118,346,188,87,1.07,88
Mumbai,Station_A,9/7/2023 14:00,73,229,193,80,3.1,89
Kolkata,Station_A,9/7/2023 15:00,106,66,71,70,3.9,35
Chennai,Station_D,9/7/2023 16:00,272,320,183,14,3.48,90
Hyderabad,Station_D,9/7/2023 17:00,287,288,196,74,4.6,99
Mumbai,Station_A,9/7/2023 18:00,281,134,11,71,2.83,41
Delhi,Station_D,9/7/2023 19:00,100,150,135,78,2.93,170
Chennai,Station_C,9/7/2023 20:00,140,390,124,22,2.63,32
Mumbai,Station_C,9/7/2023 21:00,39,151,117,6,4.4,104
Mumbai,Station_A,9/7/2023 22:00,121,350,35,84,4.95,46
Chennai,Station_D,9/7/2023 23:00,276,154,55,56,3.4,116
Chennai,Station_A,9/8/2023 0:00,235,168,192,65,2.76,53
Chennai,Station_D,9/8/2023 1:00,189,124,183,5,3.1,129
Kolkata,Station_B,9/8/2023 2:00,29,296,34,22,0.57,109
Kolkata,Station_D,9/8/2023 3:00,43,245,43,81,4.05,100
Chennai,Station_A,9/8/2023 4:00,281,349,195,50,4.77,13
Chennai,Station_C,9/8/2023 5:00,71,172,38,44,2.84,125
Delhi,Station_B,9/8/2023 6:00,25,369,92,71,2.27,24
Mumbai,Station_A,9/8/2023 7:00,238,206,71,31,3.5,18
Bangalore,Station_B,9/8/2023 8:00,41,120,158,72,4.86,66
Bangalore,Station_C,9/8/2023 9:00,106,391,80,23,4.45,106
Bangalore,Station_B,9/8/2023 10:00,179,192,163,20,4.81,101
Bangalore,Station_A,9/8/2023 11:00,174,284,51,86,4.93,83
Bangalore,Station_B,9/8/2023 12:00,145,258,93,24,2.66,18
Hyderabad,Station_D,9/8/2023 13:00,293,358,98,78,1.67,76
Bangalore,Station_C,9/8/2023 14:00,213,96,133,53,2.64,37
Kolkata,Station_A,9/8/2023 15:00,233,337,152,97,3.98,153
Hyderabad,Station_C,9/8/2023 16:00,21,51,98,29,3.71,83
Bangalore,Station_B,9/8/2023 17:00,230,341,60,44,2.86,143
Chennai,Station_B,9/8/2023 18:00,147,387,190,80,2.68,137
Bangalore,Station_A,9/8/2023 19:00,43,130,33,64,2.07,101
Bangalore,Station_B,9/8/2023 20:00,52,95,51,72,2.29,139
Delhi,Station_C,9/8/2023 21:00,233,296,88,41,2.22,149
Hyderabad,Station_D,9/8/2023 22:00,190,265,149,77,2,114
Bangalore,Station_A,9/8/2023 23:00,233,175,196,93,2.42,86
Bangalore,Station_A,9/9/2023 0:00,40,183,15,42,3.25,159
Bangalore,Station_B,9/9/2023 1:00,48,165,195,90,2.93,15
Mumbai,Station_C,9/9/2023 2:00,34,300,24,53,1.76,41
Bangalore,Station_C,9/9/2023 3:00,290,142,92,62,0.82,140
Mumbai,Station_C,9/9/2023 4:00,57,390,191,19,3.21,140
Hyderabad,Station_D,9/9/2023 5:00,127,328,177,23,4.56,92
Delhi,Station_B,9/9/2023 6:00,34,118,132,17,1.34,103
Delhi,Station_C,9/9/2023 7:00,173,142,103,44,2.23,85
Kolkata,Station_C,9/9/2023 8:00,115,341,96,85,0.56,143
Bangalore,Station_B,9/9/2023 9:00,138,106,134,90,2,108
Chennai,Station_D,9/9/2023 10:00,270,175,173,7,4.3,101
Hyderabad,Station_D,9/9/2023 11:00,184,296,177,22,1.53,176
Chennai,Station_D,9/9/2023 12:00,220,199,77,60,2.92,110
Delhi,Station_B,9/9/2023 13:00,29,220,161,64,1.89,84
Bangalore,Station_A,9/9/2023 14:00,42,355,79,54,1.18,171
Delhi,Station_B,9/9/2023 15:00,191,277,57,38,3.7,58
Delhi,Station_C,9/9/2023 16:00,95,338,82,45,4.61,138
Bangalore,Station_D,9/9/2023 17:00,277,50,131,77,2.33,149
Delhi,Station_D,9/9/2023 18:00,149,133,69,42,1.13,100
Mumbai,Station_D,9/9/2023 19:00,23,104,166,61,3.08,124
Bangalore,Station_A,9/9/2023 20:00,185,323,185,67,2,12
Mumbai,Station_C,9/9/2023 21:00,186,102,190,88,0.76,101
Hyderabad,Station_B,9/9/2023 22:00,114,151,32,54,2.46,80
Delhi,Station_C,9/9/2023 23:00,45,200,183,83,2.95,132
Chennai,Station_B,9/10/2023 0:00,78,187,60,60,2.84,36
Bangalore,Station_C,9/10/2023 1:00,139,168,100,5,1.91,33
Kolkata,Station_A,9/10/2023 2:00,113,198,156,39,3.98,176
Hyderabad,Station_A,9/10/2023 3:00,175,374,45,41,1.92,152
Mumbai,Station_D,9/10/2023 4:00,36,233,112,97,1.32,139
Hyderabad,Station_D,9/10/2023 5:00,27,370,129,38,3.44,93
Delhi,Station_D,9/10/2023 6:00,230,335,67,23,1.29,111
Hyderabad,Station_D,9/10/2023 7:00,253,169,19,22,4.67,141
Mumbai,Station_C,9/10/2023 8:00,58,283,124,98,3.95,115
Mumbai,Station_B,9/10/2023 9:00,89,94,148,93,2.43,118
Kolkata,Station_C,9/10/2023 10:00,120,211,78,97,4.45,171
Kolkata,Station_B,9/10/2023 11:00,100,323,162,92,0.83,175
Chennai,Station_A,9/10/2023 12:00,253,314,71,73,4.99,104
Hyderabad,Station_C,9/10/2023 13:00,106,160,118,65,4.41,99
Delhi,Station_B,9/10/2023 14:00,196,136,164,59,2.03,111
Chennai,Station_B,9/10/2023 15:00,137,134,48,55,3.98,49
Bangalore,Station_A,9/10/2023 16:00,193,74,88,85,3.98,129
Kolkata,Station_A,9/10/2023 17:00,131,115,98,75,2.72,34
Chennai,Station_B,9/10/2023 18:00,71,394,38,53,2.26,20
Mumbai,Station_C,9/10/2023 19:00,143,222,100,6,3.48,154
Bangalore,Station_C,9/10/2023 20:00,131,193,81,61,4.1,23
Chennai,Station_B,9/10/2023 21:00,244,317,133,40,1.75,99
Chennai,Station_A,9/10/2023 22:00,128,143,109,26,2.99,62
Chennai,Station_D,9/10/2023 23:00,32,306,173,91,4.85,145
Kolkata,Station_C,9/11/2023 0:00,191,93,198,55,2.65,40
Bangalore,Station_B,9/11/2023 1:00,194,143,120,27,1.81,124
Bangalore,Station_B,9/11/2023 2:00,200,351,171,57,4.84,179
Bangalore,Station_A,9/11/2023 3:00,281,85,189,58,4.53,14
Delhi,Station_C,9/11/2023 4:00,282,312,117,36,2.98,137
Kolkata,Station_C,9/11/2023 5:00,136,73,75,80,4.91,46
Chennai,Station_A,9/11/2023 6:00,150,216,137,35,3.42,94
Mumbai,Station_B,9/11/2023 7:00,184,348,137,55,3.22,48
Chennai,Station_D,9/11/2023 8:00,100,220,72,30,0.71,167
Mumbai,Station_B,9/11/2023 9:00,197,164,133,17,2.64,49
Bangalore,Station_C,9/11/2023 10:00,299,110,116,35,3.92,173
Delhi,Station_C,9/11/2023 11:00,92,235,179,67,4.5,109
Mumbai,Station_B,9/11/2023 12:00,38,140,92,51,0.95,116
Kolkata,Station_D,9/11/2023 13:00,215,394,109,73,2.7,138
Mumbai,Station_A,9/11/2023 14:00,111,360,39,55,2.17,99
Bangalore,Station_D,9/11/2023 15:00,195,182,56,97,2.93,96
Mumbai,Station_D,9/11/2023 16:00,89,358,72,53,0.97,14
Mumbai,Station_B,9/11/2023 17:00,247,271,43,94,1.76,170
Chennai,Station_D,9/11/2023 18:00,246,246,125,49,3.74,59
Mumbai,Station_A,9/11/2023 19:00,139,191,140,11,3.13,89
Hyderabad,Station_B,9/11/2023 20:00,133,266,154,53,4.19,42
Hyderabad,Station_B,9/11/2023 21:00,98,69,74,87,3.42,17
Chennai,Station_D,9/11/2023 22:00,164,58,117,96,3.41,56
Hyderabad,Station_A,9/11/2023 23:00,87,366,195,43,1.93,18
Hyderabad,Station_C,9/12/2023 0:00,152,306,178,28,4.49,127
Bangalore,Station_A,9/12/2023 1:00,43,241,153,50,3.9,84
Kolkata,Station_C,9/12/2023 2:00,253,361,129,35,4.19,43
Mumbai,Station_A,9/12/2023 3:00,294,153,112,24,2.95,173
Bangalore,Station_A,9/12/2023 4:00,224,200,144,62,0.58,44
Hyderabad,Station_A,9/12/2023 5:00,40,225,152,25,2.32,128
Mumbai,Station_D,9/12/2023 6:00,56,119,175,91,2.43,14
Bangalore,Station_C,9/12/2023 7:00,160,184,123,17,4.61,35
Kolkata,Station_A,9/12/2023 8:00,156,255,19,67,4.59,159
Delhi,Station_A,9/12/2023 9:00,113,66,68,86,1.95,12
Chennai,Station_C,9/12/2023 10:00,74,161,102,73,4.88,133
Hyderabad,Station_C,9/12/2023 11:00,211,70,120,68,3.3,129
Kolkata,Station_C,9/12/2023 12:00,262,341,75,70,4.32,12
Delhi,Station_D,9/12/2023 13:00,143,183,138,91,3.53,99
Delhi,Station_B,9/12/2023 14:00,109,82,172,52,4.11,15
Kolkata,Station_D,9/12/2023 15:00,96,97,192,85,0.62,101
Mumbai,Station_D,9/12/2023 16:00,229,362,198,68,4.9,81
Chennai,Station_B,9/12/2023 17:00,29,271,150,64,3.04,47
Mumbai,Station_D,9/12/2023 18:00,299,160,182,90,0.98,172
Bangalore,Station_A,9/12/2023 19:00,225,321,39,31,3.46,71
Hyderabad,Station_A,9/12/2023 20:00,246,355,183,96,1.84,142
Bangalore,Station_B,9/12/2023 21:00,214,313,36,40,3.2,48
Bangalore,Station_A,9/12/2023 22:00,213,127,41,56,3.24,134
Hyderabad,Station_B,9/12/2023 23:00,30,163,53,30,2.42,168
Mumbai,Station_D,9/13/2023 0:00,246,331,123,57,1.17,53
Hyderabad,Station_B,9/13/2023 1:00,227,200,115,40,1.49,130
Mumbai,Station_A,9/13/2023 2:00,279,318,36,35,0.62,163
Mumbai,Station_B,9/13/2023 3:00,212,105,88,83,3.22,15
Mumbai,Station_D,9/13/2023 4:00,155,366,100,28,3.27,33
Kolkata,Station_C,9/13/2023 5:00,170,237,189,13,2.83,141
Mumbai,Station_B,9/13/2023 6:00,101,253,185,23,1.04,29
Mumbai,Station_A,9/13/2023 7:00,241,66,92,96,3.36,168
Kolkata,Station_A,9/13/2023 8:00,135,358,189,41,4.19,118
Hyderabad,Station_D,9/13/2023 9:00,276,360,150,66,3.17,147
Chennai,Station_B,9/13/2023 10:00,233,201,163,60,4.12,166
Kolkata,Station_D,9/13/2023 11:00,202,107,11,22,1.59,53
Bangalore,Station_D,9/13/2023 12:00,192,105,72,29,4.68,103
Hyderabad,Station_B,9/13/2023 13:00,186,65,85,54,2.48,159
Delhi,Station_C,9/13/2023 14:00,291,217,62,79,2.38,138
Hyderabad,Station_D,9/13/2023 15:00,42,222,94,81,0.79,74
Kolkata,Station_A,9/13/2023 16:00,80,115,184,67,1,83
Kolkata,Station_D,9/13/2023 17:00,118,127,194,53,4.24,112
Bangalore,Station_A,9/13/2023 18:00,111,203,147,65,2.72,54
Chennai,Station_C,9/13/2023 19:00,231,240,65,96,4.92,15
Mumbai,Station_C,9/13/2023 20:00,123,163,134,11,3.99,105
Mumbai,Station_D,9/13/2023 21:00,53,97,168,5,3.37,36
Kolkata,Station_A,9/13/2023 22:00,190,91,105,99,0.51,161
Delhi,Station_C,9/13/2023 23:00,234,97,165,38,2.63,33
Kolkata,Station_A,9/14/2023 0:00,264,162,61,88,4.09,110
Bangalore,Station_A,9/14/2023 1:00,137,288,10,89,2.49,75
Kolkata,Station_B,9/14/2023 2:00,162,279,163,87,3.05,76
Bangalore,Station_C,9/14/2023 3:00,79,76,14,35,3.58,146
Bangalore,Station_C,9/14/2023 4:00,261,145,66,54,3.07,34
Delhi,Station_A,9/14/2023 5:00,210,194,148,66,0.84,85
Chennai,Station_B,9/14/2023 6:00,252,116,180,80,3.2,65
Kolkata,Station_A,9/14/2023 7:00,38,250,177,64,3.28,135
Hyderabad,Station_A,9/14/2023 8:00,100,223,114,27,3.74,50
Bangalore,Station_D,9/14/2023 9:00,238,131,63,60,1.54,89
Kolkata,Station_B,9/14/2023 10:00,74,163,83,21,3.57,100
Chennai,Station_A,9/14/2023 11:00,247,124,24,91,3.75,175
Kolkata,Station_B,9/14/2023 12:00,285,174,135,67,4.55,67
Mumbai,Station_C,9/14/2023 13:00,163,189,195,91,3.59,154
Hyderabad,Station_D,9/14/2023 14:00,64,146,79,42,3.97,129
Bangalore,Station_D,9/14/2023 15:00,296,161,48,83,1.38,130
Bangalore,Station_B,9/14/2023 16:00,28,142,101,52,2.02,164
Hyderabad,Station_D,9/14/2023 17:00,180,264,43,23,2.03,47
Bangalore,Station_D,9/14/2023 18:00,256,56,149,71,3.8,127
Chennai,Station_A,9/14/2023 19:00,134,278,143,95,4.69,119
Delhi,Station_C,9/14/2023 20:00,287,332,169,86,3.68,40
Delhi,Station_B,9/14/2023 21:00,161,371,164,5,4.51,115
Hyderabad,Station_C,9/14/2023 22:00,110,63,190,79,1.2,178
Mumbai,Station_B,9/14/2023 23:00,187,281,70,90,4.31,133
Kolkata,Station_C,9/15/2023 0:00,62,244,88,29,2.43,41
Kolkata,Station_C,9/15/2023 1:00,67,242,59,50,3.92,10
Mumbai,Station_B,9/15/2023 2:00,231,344,122,33,2.2,170
Hyderabad,Station_B,9/15/2023 3:00,74,255,54,42,0.67,34
Chennai,Station_A,9/15/2023 4:00,253,80,17,88,2.95,95
Mumbai,Station_B,9/15/2023 5:00,75,331,33,14,0.63,90
Mumbai,Station_D,9/15/2023 6:00,100,336,107,83,2.86,47
Kolkata,Station_D,9/15/2023 7:00,251,387,41,24,3.98,116
Hyderabad,Station_A,9/15/2023 8:00,26,317,11,77,3.13,24
Hyderabad,Station_B,9/15/2023 9:00,101,67,78,76,4.2,14
Kolkata,Station_C,9/15/2023 10:00,258,196,198,30,2.96,59
Chennai,Station_B,9/15/2023 11:00,165,114,149,7,3.82,135
Kolkata,Station_B,9/15/2023 12:00,75,59,24,84,2.56,63
Chennai,Station_A,9/15/2023 13:00,278,140,112,87,4.59,39
Hyderabad,Station_A,9/15/2023 14:00,102,155,36,32,0.88,57
Hyderabad,Station_C,9/15/2023 15:00,258,325,60,21,3.22,16
Chennai,Station_A,9/15/2023 16:00,212,61,163,76,1.17,143
Hyderabad,Station_D,9/15/2023 17:00,224,358,54,93,1.37,49
Hyderabad,Station_B,9/15/2023 18:00,159,74,74,38,3.06,48
Delhi,Station_C,9/15/2023 19:00,33,208,108,23,3.1,128
Chennai,Station_B,9/15/2023 20:00,74,384,15,24,2.44,24
Hyderabad,Station_C,9/15/2023 21:00,134,126,153,58,0.99,169
Bangalore,Station_B,9/15/2023 22:00,59,303,196,65,1.93,79
Delhi,Station_B,9/15/2023 23:00,160,129,56,66,3.3,146
Chennai,Station_D,9/16/2023 0:00,184,96,148,33,1.84,145
Chennai,Station_B,9/16/2023 1:00,134,57,55,39,4.86,53
Hyderabad,Station_C,9/16/2023 2:00,120,182,116,48,4.47,94
Chennai,Station_C,9/16/2023 3:00,53,289,56,64,1.78,136
Delhi,Station_A,9/16/2023 4:00,225,156,28,38,2.12,157
Mumbai,Station_B,9/16/2023 5:00,133,215,11,91,2.7,37
Hyderabad,Station_A,9/16/2023 6:00,227,68,41,86,3.15,82
Mumbai,Station_A,9/16/2023 7:00,43,376,18,11,2.82,23
Kolkata,Station_C,9/16/2023 8:00,34,117,32,51,4.55,142
Delhi,Station_A,9/16/2023 9:00,245,314,165,85,2.13,138
Bangalore,Station_C,9/16/2023 10:00,147,300,173,19,4.24,142
Hyderabad,Station_A,9/16/2023 11:00,147,170,40,7,2.38,17
Delhi,Station_C,9/16/2023 12:00,69,196,151,11,2.05,37
Bangalore,Station_B,9/16/2023 13:00,277,299,87,20,0.93,149
Mumbai,Station_D,9/16/2023 14:00,49,291,11,14,4.26,163
Mumbai,Station_B,9/16/2023 15:00,287,157,158,45,4.44,31
Bangalore,Station_C,9/16/2023 16:00,91,330,148,89,0.64,91
Mumbai,Station_B,9/16/2023 17:00,260,360,63,80,4.81,176
Hyderabad,Station_D,9/16/2023 18:00,156,201,95,62,3.16,122
Bangalore,Station_B,9/16/2023 19:00,261,259,44,61,1.67,119
Kolkata,Station_D,9/16/2023 20:00,298,76,40,20,0.61,88
Mumbai,Station_C,9/16/2023 21:00,280,350,28,88,1.56,114
Hyderabad,Station_B,9/16/2023 22:00,289,228,14,22,4.15,56
Hyderabad,Station_C,9/16/2023 23:00,253,73,124,55,1.87,134
Hyderabad,Station_A,9/17/2023 0:00,298,283,199,21,2.55,86
Chennai,Station_D,9/17/2023 1:00,109,296,181,98,1.5,12
Delhi,Station_A,9/17/2023 2:00,38,215,157,82,2.82,127
Chennai,Station_B,9/17/2023 3:00,256,132,43,40,1.52,110
Hyderabad,Station_D,9/17/2023 4:00,105,388,151,34,2.49,68
Hyderabad,Station_C,9/17/2023 5:00,228,122,130,86,1.1,89
Kolkata,Station_B,9/17/2023 6:00,111,106,80,93,3.7,117
Bangalore,Station_B,9/17/2023 7:00,178,290,124,38,3.54,24
Delhi,Station_C,9/17/2023 8:00,186,67,107,23,3.9,48
Kolkata,Station_D,9/17/2023 9:00,173,151,198,79,1.6,169
Bangalore,Station_B,9/17/2023 10:00,155,156,191,56,1.79,48
Chennai,Station_D,9/17/2023 11:00,116,386,54,39,4.72,141
Delhi,Station_A,9/17/2023 12:00,195,183,28,15,2.76,165
Hyderabad,Station_D,9/17/2023 13:00,198,55,65,54,4.25,27
Mumbai,Station_A,9/17/2023 14:00,232,137,76,10,2.65,97
Bangalore,Station_B,9/17/2023 15:00,136,91,90,50,3.47,119
Mumbai,Station_D,9/17/2023 16:00,219,79,91,37,4.67,177
Delhi,Station_A,9/17/2023 17:00,299,220,132,24,2.34,44
Bangalore,Station_A,9/17/2023 18:00,133,121,10,39,1.26,91
Bangalore,Station_C,9/17/2023 19:00,135,220,86,28,3.15,129
Delhi,Station_B,9/17/2023 20:00,215,304,169,60,3.06,134
Bangalore,Station_A,9/17/2023 21:00,122,164,109,92,2.28,157
Hyderabad,Station_A,9/17/2023 22:00,43,154,141,34,2.3,56
Kolkata,Station_B,9/17/2023 23:00,229,143,133,32,4.93,31
Chennai,Station_B,9/18/2023 0:00,163,60,133,18,1.26,171
Hyderabad,Station_D,9/18/2023 1:00,52,337,68,27,3.79,161
Bangalore,Station_B,9/18/2023 2:00,91,363,186,91,1.34,112
Delhi,Station_C,9/18/2023 3:00,113,361,153,54,0.57,95
Chennai,Station_D,9/18/2023 4:00,74,167,141,44,2.68,11
Delhi,Station_C,9/18/2023 5:00,37,120,115,77,3.76,52
Chennai,Station_A,9/18/2023 6:00,78,121,60,13,3.8,81
Bangalore,Station_C,9/18/2023 7:00,38,187,36,23,1.39,82
Kolkata,Station_A,9/18/2023 8:00,194,353,18,49,3.12,49
Hyderabad,Station_A,9/18/2023 9:00,257,362,198,69,3.12,117
Mumbai,Station_B,9/18/2023 10:00,286,228,154,85,1.89,96
Kolkata,Station_C,9/18/2023 11:00,189,103,167,90,3.77,63
Kolkata,Station_D,9/18/2023 12:00,226,83,129,54,1.06,84
Chennai,Station_B,9/18/2023 13:00,229,264,90,69,2.51,95
Hyderabad,Station_B,9/18/2023 14:00,244,390,161,24,1.15,66
Bangalore,Station_C,9/18/2023 15:00,133,371,157,47,0.62,127
Hyderabad,Station_C,9/18/2023 16:00,235,115,111,19,2.33,98
Bangalore,Station_A,9/18/2023 17:00,167,226,56,70,4.25,89
Hyderabad,Station_B,9/18/2023 18:00,139,266,47,77,0.78,109
Hyderabad,Station_D,9/18/2023 19:00,58,196,14,5,4.23,114
Chennai,Station_B,9/18/2023 20:00,115,310,107,11,3.26,175
Chennai,Station_C,9/18/2023 21:00,74,78,96,68,0.63,132
Kolkata,Station_C,9/18/2023 22:00,69,319,20,45,2.43,156
Chennai,Station_B,9/18/2023 23:00,247,312,197,17,2.86,103
Bangalore,Station_C,9/19/2023 0:00,190,392,17,39,0.52,29
Hyderabad,Station_C,9/19/2023 1:00,62,194,180,30,2.66,19
Mumbai,Station_C,9/19/2023 2:00,105,146,100,21,3.51,41
Mumbai,Station_D,9/19/2023 3:00,100,133,51,39,4.37,96
Chennai,Station_B,9/19/2023 4:00,137,175,155,76,2.63,22
Mumbai,Station_C,9/19/2023 5:00,107,171,55,38,3.4,114
Chennai,Station_B,9/19/2023 6:00,118,116,183,42,4.02,96
Hyderabad,Station_C,9/19/2023 7:00,202,168,42,29,3.52,116
Delhi,Station_D,9/19/2023 8:00,139,324,86,22,4.61,23
Kolkata,Station_B,9/19/2023 9:00,94,65,20,97,0.81,58
Delhi,Station_C,9/19/2023 10:00,210,301,30,87,4.68,120
Mumbai,Station_B,9/19/2023 11:00,74,205,50,76,0.82,90
Hyderabad,Station_B,9/19/2023 12:00,299,88,142,20,2.12,10
Kolkata,Station_B,9/19/2023 13:00,290,311,79,26,4.33,166
Delhi,Station_C,9/19/2023 14:00,110,122,65,86,3.76,25
Mumbai,Station_C,9/19/2023 15:00,250,62,64,44,2.11,152
Kolkata,Station_B,9/19/2023 16:00,216,399,132,16,4.89,144
Kolkata,Station_A,9/19/2023 17:00,203,265,18,78,3.78,96
Mumbai,Station_C,9/19/2023 18:00,261,311,18,84,3.42,127
Mumbai,Station_B,9/19/2023 19:00,51,234,195,68,1.98,35
Chennai,Station_D,9/19/2023 20:00,214,191,183,53,4,137
Hyderabad,Station_C,9/19/2023 21:00,250,131,58,95,2.46,158
Bangalore,Station_C,9/19/2023 22:00,123,65,99,32,2,95
Mumbai,Station_B,9/19/2023 23:00,290,285,118,86,1.29,165
Mumbai,Station_C,9/20/2023 0:00,185,318,98,65,4.91,106
Mumbai,Station_B,9/20/2023 1:00,212,316,68,31,1.08,117
Kolkata,Station_A,9/20/2023 2:00,132,212,193,45,0.88,123
Kolkata,Station_C,9/20/2023 3:00,65,217,133,83,3.21,87
Delhi,Station_A,9/20/2023 4:00,263,336,182,84,3.63,109
Hyderabad,Station_B,9/20/2023 5:00,200,241,34,9,3.33,91
Delhi,Station_C,9/20/2023 6:00,269,305,33,65,3.21,81
Kolkata,Station_B,9/20/2023 7:00,222,80,166,88,2.93,80
Hyderabad,Station_D,9/20/2023 8:00,244,184,16,41,3.9,158
Mumbai,Station_D,9/20/2023 9:00,95,234,161,48,1.46,129
Bangalore,Station_D,9/20/2023 10:00,261,122,156,8,3.54,39
Mumbai,Station_D,9/20/2023 11:00,169,206,126,97,3.2,99
Delhi,Station_D,9/20/2023 12:00,272,337,38,99,4.6,66
Bangalore,Station_A,9/20/2023 13:00,127,178,69,19,3.04,54
Kolkata,Station_A,9/20/2023 14:00,97,104,196,51,2.6,149
Hyderabad,Station_A,9/20/2023 15:00,172,309,60,87,4.99,73
Hyderabad,Station_D,9/20/2023 16:00,273,170,181,58,2.07,85
Delhi,Station_D,9/20/2023 17:00,231,386,107,97,1.85,125
Bangalore,Station_C,9/20/2023 18:00,166,288,110,28,1.69,152
Hyderabad,Station_D,9/20/2023 19:00,168,115,23,56,2.76,112
Hyderabad,Station_B,9/20/2023 20:00,269,315,77,84,2.72,23
Mumbai,Station_B,9/20/2023 21:00,51,266,82,21,3.51,96
Delhi,Station_C,9/20/2023 22:00,134,62,184,70,4.55,126
Bangalore,Station_C,9/20/2023 23:00,172,129,82,58,4.13,108
Chennai,Station_C,9/21/2023 0:00,182,295,156,34,1.16,156
Hyderabad,Station_B,9/21/2023 1:00,99,338,70,84,1.7,11
Delhi,Station_A,9/21/2023 2:00,235,349,45,45,1.54,131
Hyderabad,Station_C,9/21/2023 3:00,196,349,186,22,2.78,80
Bangalore,Station_A,9/21/2023 4:00,142,357,133,94,1.39,61
Chennai,Station_D,9/21/2023 5:00,99,185,104,6,2.9,156
Delhi,Station_A,9/21/2023 6:00,183,178,45,16,4.91,163
Kolkata,Station_B,9/21/2023 7:00,274,100,24,43,1.47,65
Mumbai,Station_C,9/21/2023 8:00,299,352,56,76,4.51,92
Hyderabad,Station_B,9/21/2023 9:00,244,379,161,36,2,151
Mumbai,Station_B,9/21/2023 10:00,145,236,52,33,1.93,117
Bangalore,Station_D,9/21/2023 11:00,272,379,73,48,3.46,173
Mumbai,Station_D,9/21/2023 12:00,192,298,148,84,2.81,174
Kolkata,Station_C,9/21/2023 13:00,282,392,47,9,2.43,100
Delhi,Station_A,9/21/2023 14:00,175,347,69,49,3.72,48
Hyderabad,Station_D,9/21/2023 15:00,195,346,150,68,4.67,72
Bangalore,Station_B,9/21/2023 16:00,173,349,137,57,2.15,51
Mumbai,Station_D,9/21/2023 17:00,224,69,21,90,4.43,102
Bangalore,Station_B,9/21/2023 18:00,134,89,119,12,3.33,113
Mumbai,Station_D,9/21/2023 19:00,163,177,154,17,2.59,62
Kolkata,Station_C,9/21/2023 20:00,91,340,171,14,2.84,61
Chennai,Station_B,9/21/2023 21:00,45,148,16,50,1.83,149
Bangalore,Station_A,9/21/2023 22:00,298,339,16,10,0.51,25
Delhi,Station_D,9/21/2023 23:00,63,135,53,55,1.52,166
Delhi,Station_D,9/22/2023 0:00,187,320,130,9,0.62,146
Mumbai,Station_B,9/22/2023 1:00,175,363,137,37,2.23,33
Hyderabad,Station_B,9/22/2023 2:00,167,217,24,52,2.61,105
Hyderabad,Station_D,9/22/2023 3:00,151,160,148,84,4.31,59
Chennai,Station_C,9/22/2023 4:00,114,331,185,57,2.24,97
Kolkata,Station_A,9/22/2023 5:00,104,340,106,11,4.75,20
Delhi,Station_A,9/22/2023 6:00,107,294,140,47,3.39,68
Kolkata,Station_D,9/22/2023 7:00,26,145,117,86,2.29,163
Delhi,Station_C,9/22/2023 8:00,61,251,112,48,2,162
Mumbai,Station_B,9/22/2023 9:00,184,245,108,94,1.85,161
Hyderabad,Station_B,9/22/2023 10:00,206,54,177,85,3.66,67
Bangalore,Station_C,9/22/2023 11:00,148,390,66,74,1.69,63
Chennai,Station_C,9/22/2023 12:00,31,257,112,19,3.34,47
Hyderabad,Station_A,9/22/2023 13:00,223,144,195,8,2.65,50
Bangalore,Station_D,9/22/2023 14:00,136,223,153,36,3.27,20
Hyderabad,Station_A,9/22/2023 15:00,55,278,40,69,0.77,111
Kolkata,Station_C,9/22/2023 16:00,67,86,130,91,1.77,142
Mumbai,Station_C,9/22/2023 17:00,193,368,179,85,1.17,45
Mumbai,Station_B,9/22/2023 18:00,69,228,148,25,3.58,177
Bangalore,Station_A,9/22/2023 19:00,24,362,24,63,1.97,158
Bangalore,Station_A,9/22/2023 20:00,263,153,172,14,1.76,110
Hyderabad,Station_A,9/22/2023 21:00,62,222,192,95,3.71,72
Kolkata,Station_C,9/22/2023 22:00,93,317,44,42,1.32,100
Bangalore,Station_D,9/22/2023 23:00,107,295,118,17,4.29,92
Delhi,Station_C,9/23/2023 0:00,249,271,147,8,3.2,35
Mumbai,Station_C,9/23/2023 1:00,104,108,165,87,2.66,15
Mumbai,Station_A,9/23/2023 2:00,230,267,54,85,2.32,43
Delhi,Station_C,9/23/2023 3:00,112,146,103,74,3.35,59
Chennai,Station_B,9/23/2023 4:00,243,323,96,93,4.01,145
Bangalore,Station_D,9/23/2023 5:00,173,265,28,48,4.01,32
Bangalore,Station_A,9/23/2023 6:00,155,260,122,87,3.15,164
Mumbai,Station_B,9/23/2023 7:00,169,94,78,79,1.4,175
Chennai,Station_C,9/23/2023 8:00,221,69,156,26,1.73,143
